job_id,company_id,job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg
3105,168,Data Analyst,Data Analyst,"Lisbon, Portugal",via Linkedin,Full-time,False,Portugal,2023-01-30 17:22:51,True,False,Portugal,,,
3142,169,Data Engineer,Data Engineer with NoSQL Developer (predominantly Cassandra),"Irving, TX",via LinkedIn,Contractor,False,"Florida, United States",2023-06-05 17:13:14,False,False,United States,,,
3196,170,Data Engineer,Middle Data Engineer,Czechia,via BeBee,Full-time,False,Czechia,2023-08-18 17:29:16,True,False,Czechia,,,
3213,96,Data Scientist,Científico de datos,"Madrid, Spain",via BeBee,Full-time,False,Spain,2023-03-03 17:18:18,False,False,Spain,,,
3273,172,Data Analyst,Reporting & Dashboards Analyst,Dubai - United Arab Emirates,via BeBee,Full-time,False,United Arab Emirates,2023-01-16 18:10:40,False,False,United Arab Emirates,,,
3282,173,Data Engineer,Data Engineer L4,"Brentwood, TN",via Lensa,Full-time,False,"Texas, United States",2023-05-28 17:06:04,False,False,United States,,,
3290,174,Senior Data Analyst,Senior Data Analyst,"Boston, MA",via LinkedIn,Contractor,False,"New York, United States",2023-01-30 17:00:34,False,False,United States,,,
3336,175,Data Scientist,"Data Scientist, Marketing","Berlin, Germany",via BeBee Deutschland,Full-time,False,Germany,2023-02-02 17:20:04,False,False,Germany,,,
3369,176,Data Analyst,"Data Analyst and Development Consultant, PRN","Philadelphia, PA",via Nexxt,,False,"New York, United States",2023-06-24 17:00:15,False,True,United States,,,
3386,177,Senior Data Scientist,"Senior Data Scientist, Analytics","Midvale, UT",via MyArklaMiss Jobs,Full-time,False,"California, United States",2023-08-16 17:04:01,False,False,United States,,,
3399,178,Business Analyst,Web search analysts–Click to earn,India,via LinkedIn,Part-time,False,India,2023-11-26 17:31:26,True,False,India,,,
3400,179,Data Scientist,Data Scientist,Abu Dhabi - United Arab Emirates,via BeBee,Full-time,False,United Arab Emirates,2023-06-07 18:22:14,False,False,United Arab Emirates,,,
3402,180,Data Engineer,Data Engineer - Finance,"Chesterfield, MO",via Monster,Full-time,False,Georgia,2023-03-01 18:16:03,False,True,United States,,,
3410,181,Data Scientist,Data Scientist,"Birmingham, AL",via BeBee,Full-time,False,Georgia,2023-10-11 17:35:13,False,False,United States,,,
3423,182,Data Engineer,Data-Engineer Douane,"Vlaardingen, Netherlands",via Vacatures Trabajo.org,Full-time,False,Netherlands,2023-01-01 17:34:47,True,False,Netherlands,,,
3451,183,Data Engineer,Data Engineering Manager,"Dublin, Ireland",via BeBee Ireland,Full-time,False,Ireland,2023-01-31 17:54:48,False,False,Ireland,,,
3465,184,Data Scientist,Junior Data Scientist Jobs,"Washington, DC",via Clearance Jobs,Full-time,False,Georgia,2023-07-07 17:44:14,False,True,United States,,,
3471,185,Data Scientist,Proteomics Data Scientist (m/f/d),"Bremen, Germany",via WANE Jobs,Full-time,False,Germany,2023-01-02 17:30:47,False,False,Germany,,,
3474,186,Data Scientist,Lead Data Scientist,"Manila, Metro Manila, Philippines",via Indeed,Full-time,False,Philippines,2023-09-04 17:10:20,False,False,Philippines,,,
3492,187,Senior Data Analyst,Lead Risk Analytics Consultant,"West Des Moines, IA",via Nexxt,Full-time,False,"Illinois, United States",2023-08-02 17:02:17,True,True,United States,,,
3498,188,Data Analyst,Marketing Data Analyst,Singapore,via BeBee Singapore,Full-time,False,Singapore,2023-12-13 18:12:03,False,False,Singapore,,,
3510,189,Senior Data Scientist,Senior Data Scientist  Digital Effectiveness  Operations ...,"Union City, GA",via WDHN Jobs,Full-time,False,Georgia,2023-04-01 17:56:46,False,True,United States,,,
3540,190,Data Analyst,Sr. Technical Business Data Analyst,Anywhere,via LinkedIn,Contractor,True,"California, United States",2023-01-17 17:01:45,True,False,United States,,,
3569,191,Senior Data Scientist,Senior Data Scientist,"Jacksonville, FL",via LinkedIn,Full-time,False,Georgia,2023-11-03 17:57:05,False,True,United States,year,170000.0,
3578,25,Data Analyst,Data Analyst,"Bala Cynwyd, PA",via Susquehanna International Group - SIG,Full-time,False,"New York, United States",2023-10-17 17:02:40,False,False,United States,,,
3632,193,Data Analyst,Data Analyst,"Lisbon, Portugal",via LinkedIn,Full-time,False,Portugal,2023-02-06 17:39:29,True,False,Portugal,,,
3748,194,Senior Data Scientist,Senior Data Scientist,Anywhere,via LinkedIn,Full-time,True,"Illinois, United States",2023-08-16 17:05:12,False,False,United States,,,
3756,195,Data Engineer,Data Engineer,"Atlanta, GA",via Dice,Contractor,False,"Illinois, United States",2023-11-10 17:26:25,False,False,United States,,,
3799,196,Data Engineer,Data Engineer,"Szczecin, Poland",via Trabajo.org,Full-time,False,Poland,2023-01-05 17:35:33,False,False,Poland,,,
3825,197,Data Analyst,Data Analyst,"Jakarta, Indonesia",via Jooble,Full-time,False,Indonesia,2023-03-16 17:39:20,True,False,Indonesia,,,
3865,198,Senior Data Analyst,"AVP/Senior Associate, Data Science Analyst,",Singapore,via BeBee Singapore,Contractor,False,Singapore,2023-06-22 17:16:15,False,False,Singapore,,,
3868,199,Data Scientist,Data Scientist,"Hull, UK",via LinkedIn,Full-time,False,United Kingdom,2023-06-07 17:50:37,False,False,United Kingdom,,,
3885,200,Data Engineer,Data Engineer General,Anywhere,via LinkedIn,,True,Georgia,2023-02-16 17:36:05,False,False,United States,,,
3897,201,Data Engineer,Principal Data Engineer / Technical Lead,Poland,via LinkedIn,Full-time,False,Poland,2023-12-22 17:09:23,False,False,Poland,,,
3912,202,Business Analyst,Senior Business Analyst,Canada,via LinkedIn,Full-time,False,Canada,2023-01-05 17:37:41,False,False,Canada,,,
3942,203,Senior Data Engineer,"AVP, Senior Data Engineer",Singapore,via BeBee Singapore,Full-time,False,Singapore,2023-07-19 17:17:37,False,False,Singapore,,,
3978,204,Senior Data Engineer,Senior Data Engineer,Pakistan,via Jooble,Full-time,False,Pakistan,2023-05-10 17:23:40,False,False,Pakistan,,,
3993,205,Data Analyst,Data Analyst / Scientist,"Dalkeith, UK",via WJHL Jobs,Contractor,False,United Kingdom,2023-04-22 17:15:01,False,False,United Kingdom,,,
4029,206,Business Analyst,Banking Business Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2023-08-26 17:41:05,False,False,Singapore,,,
4038,207,Data Scientist,Data Scientist,"Knoxville, TN",via Lensa,Full-time and Part-time,False,"Illinois, United States",2023-09-15 17:04:23,False,False,United States,,,
4079,208,Data Analyst,MFL-C (AFD) Data Analyst,Dammam Saudi Arabia,via إنديد,Full-time,False,Saudi Arabia,2023-09-20 17:14:51,True,False,Saudi Arabia,,,
4123,209,Senior Data Engineer,"Sr. Data Engineer (Python, Spark, SQL)","Los Angeles, CA",via Big Country Jobs,Full-time,False,"Florida, United States",2023-01-07 17:07:20,True,False,United States,,,
4146,210,Data Engineer,Data Engineer - Sr. Consultant Level- Emerging AI Tech Team,"Austin, TX",via SmartRecruiters Job Search,Full-time,False,"Florida, United States",2023-11-21 17:09:53,False,True,United States,,,
4176,211,Data Analyst,Data Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2023-09-24 17:10:48,False,False,Singapore,,,
4193,212,Senior Data Engineer,Senior / Lead GCP Data Engineer,Anywhere,via LinkedIn,Full-time,True,Lithuania,2023-08-12 17:30:12,False,False,Lithuania,,,
4195,213,Senior Data Analyst,Data Management and Analysis Officer SC8,"Amman, Jordan",via Trabajo.org,Full-time,False,Jordan,2023-08-08 17:30:46,False,False,Jordan,,,
4229,214,Data Analyst,Data Analyst Manager,India,via BeBee India,Full-time,False,India,2023-09-19 09:55:39,False,False,India,,,
4240,215,Data Engineer,Data Engineer,"Redmond, WA",via Jobs Trabajo.org,Full-time,False,"Florida, United States",2023-07-30 17:09:48,False,False,United States,,,
4245,216,Data Scientist,Data Science Analyst - Research,"Phoenix, AZ",via Melga,Full-time,False,Sudan,2023-02-18 17:35:31,False,True,Sudan,,,
4283,217,Senior Data Analyst,Senior Data Analyst,Sweden,via Trabajo.org,Full-time,False,Sweden,2023-02-12 17:41:47,True,False,Sweden,,,
4300,218,Senior Data Engineer,Senior Database Engineer,Anywhere,via CV-Library,Full-time,True,Ireland,2023-01-17 17:31:07,True,False,Ireland,,,
4331,219,Machine Learning Engineer,Engineer,Chile,via BeBee Chile,Full-time,False,Chile,2023-03-02 17:31:03,True,False,Chile,,,
4364,220,Data Analyst,"Operations Data Analyst / Chelmsford, MA Jobs","Chelmsford, MA",via Clearance Jobs,Full-time,False,"New York, United States",2023-01-27 17:00:37,False,False,United States,,,
4375,162,Senior Data Scientist,Senior Data Scientist,"London, UK",via LinkedIn,Full-time,False,United Kingdom,2023-01-25 17:50:48,False,False,United Kingdom,,,
4388,222,Business Analyst,Analyst,United Kingdom,via LinkedIn,Full-time,False,United Kingdom,2023-11-05 17:11:16,False,False,United Kingdom,,,
4407,223,Data Analyst,Data Analyst (H/F),France,via LinkedIn,Full-time,False,France,2023-06-21 17:47:18,False,False,France,,,
4451,224,Data Engineer,Data Engineer (ETL),"Ouderkerk aan de Amstel, Netherlands",via Top County Careers,Full-time,False,Netherlands,2023-03-14 17:21:19,True,False,Netherlands,,,
4454,225,Data Scientist,Data Scientist,"Charleston, SC",via Trabajo.org,Full-time,False,"Florida, United States",2023-03-10 17:09:07,False,False,United States,,,
4461,88,Data Engineer,Data Engineer - Now Hiring,"Charlotte, NC",via Snagajob,Full-time,False,"Florida, United States",2023-05-26 17:12:00,True,True,United States,,,
4462,227,Business Analyst,"Analyst, Business Intelligence/finops","San José Province, San José, Costa Rica","via Trabajo.org - Vacantes De Empleo, Trabajo",Full-time,False,Costa Rica,2023-07-12 17:51:49,True,False,Costa Rica,,,
4464,228,Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn,Contractor,True,"Texas, United States",2023-10-03 17:07:03,False,True,United States,,,
4469,229,Data Analyst,HR Data Analyst,"Runcorn, UK",via LinkedIn,Contractor,False,United Kingdom,2023-07-19 17:15:05,False,False,United Kingdom,,,
4472,230,Data Engineer,Fachinformatiker/In Anwendungsentwicklung...,"Madrid, Spain",via LinkedIn,Full-time,False,Spain,2023-11-25 17:37:19,False,False,Spain,,,
4483,231,Senior Data Scientist,(Senior) Data Scientist (m/w/d),"Dortmund, Germany",via LinkedIn,Full-time,False,Germany,2023-07-12 17:11:14,False,False,Germany,,,
4544,232,Data Engineer,GCP Data engineer,"Atlanta, GA",via LinkedIn,Full-time,False,"Texas, United States",2023-03-19 17:28:55,False,False,United States,,,
4550,233,Data Engineer,Big Data Engineer - C12 - Hybrid - Irving Texas United States,Texas,via EduCativ,Full-time,False,Georgia,2023-10-22 17:49:04,False,False,United States,,,
4554,234,Senior Data Analyst,Senior Data Analyst,"Dallas, TX",via BeBee,Full-time,False,"Texas, United States",2023-03-17 17:01:07,False,True,United States,,,
4616,235,Machine Learning Engineer,Lead Machine Learning Engineer,Anywhere,via LinkedIn Uzbekistan,Full-time,True,Uzbekistan,2023-02-15 18:19:48,False,False,Uzbekistan,,,
4621,102,Data Scientist,Senior People Data Scientist,Anywhere,via LinkedIn,Full-time,True,"Illinois, United States",2023-01-25 17:05:15,False,True,United States,,,
4650,62,Data Scientist,Data Scientist active TS/SCI - Now Hiring,"Tysons, VA",via Snagajob,Full-time,False,Georgia,2023-08-10 18:12:16,False,False,United States,hour,,47.62000274658203
4668,238,Data Engineer,"Lead Consultant,DBA/Data Engineers","Bengaluru, Karnataka, India",via Indeed,Full-time,False,India,2023-03-16 17:33:15,True,False,India,,,
4730,239,Data Engineer,Data Engineer,"Haryana, India",via SimplyHired,Full-time,False,India,2023-10-03 17:13:50,False,False,India,,,
4734,240,Data Engineer,OP data engineer,"Bruges, Belgium",via BeBee Belgique,Full-time,False,Belgium,2023-10-23 17:47:35,False,False,Belgium,,,
4753,241,Data Engineer,Data Engineer - Legacy Data Conversion,"Dayton, OH",via Nexxt,Full-time,False,Georgia,2023-07-14 17:55:18,False,False,United States,,,
4768,242,Data Analyst,Data Modeling Analyst,"Abilene, TX",via ZipRecruiter,Full-time,False,Sudan,2023-05-02 17:56:34,False,False,Sudan,,,
4781,243,Data Analyst,Ingénieur Data,"Paris, France",via BeBee,Full-time,False,France,2023-11-28 17:19:59,False,False,France,,,
4797,244,Data Scientist,Junior Data Scientist,"Atlanta, GA",via Publicis Groupe - Talentify,Full-time,False,Georgia,2023-08-29 18:08:39,False,True,United States,,,
4807,245,Data Engineer,Lead Data Engineer,"Princeton, NJ",via LinkedIn,Full-time,False,"New York, United States",2023-03-29 17:27:39,False,True,United States,,,
4830,246,Data Analyst,Data & Artificial Intelligence Junior Analyst,"Rome, Metropolitan City of Rome, Italy",via BeBee,Full-time,False,Italy,2023-01-06 17:10:09,False,False,Italy,,,
4836,247,Data Scientist,Principal Data Scientist,Anywhere,via LinkedIn,Full-time,True,Canada,2023-06-08 17:30:51,False,False,Canada,,,
4859,248,Senior Data Engineer,Senior Data Engineer- Digital Factory,"Detroit, MI",via LinkedIn,Full-time,False,"New York, United States",2023-07-22 17:04:49,False,False,United States,,,
4876,249,Data Analyst,Data Analyst II,Anywhere,via Linkedin,Full-time,True,Brazil,2023-04-03 17:40:01,False,False,Brazil,,,
4951,250,Senior Data Analyst,Data Warehouse Analyst Sr (US),"Madison, WI",via Nexxt,Full-time,False,"Illinois, United States",2023-02-24 17:01:56,False,True,United States,,,
4967,251,Data Scientist,Data Scientist,"Zürich, Switzerland",via BeBee Schweiz,Full-time,False,Switzerland,2023-04-06 17:27:09,False,False,Switzerland,,,
4968,252,Machine Learning Engineer,Associate - ML Engineer,"Mumbai, Maharashtra, India",via TIAA Careers,Full-time,False,India,2023-10-01 17:11:31,False,False,India,,,
4974,253,Data Analyst,Data analyst,"Maisons-Alfort, France",via Emplois Trabajo.org,Full-time,False,France,2023-03-01 17:35:54,False,False,France,,,
5006,254,Data Engineer,"Developer, Data Engineering","Montreal, QC, Canada",via SmartRecruiters Job Search,Full-time,False,Canada,2023-02-01 17:55:50,True,False,Canada,,,
5015,255,Data Scientist,Data Scientist,United States,via LinkedIn,Full-time,False,Sudan,2023-02-23 17:42:55,False,False,Sudan,,,
5020,256,Data Engineer,W2 Candidate Only - Data Engineer,"Ridgefield Park, NJ",via LinkedIn,Contractor,False,"Florida, United States",2023-04-17 17:10:31,False,False,United States,hour,,72.5
5027,257,Data Scientist,Statistician/Data Scientist Level 3 - Mid,"Springfield, VA",via LinkedIn,Full-time,False,Georgia,2023-03-15 17:32:26,False,False,United States,,,
5030,258,Data Analyst,Product Data Analyst,"Helsinki, Finland",via Trabajo.org,Full-time,False,Finland,2023-03-23 17:44:27,False,False,Finland,,,
5042,259,Data Scientist,Data Modeller,"Madrid, Spain",via Experian - Talentify,Full-time,False,Spain,2023-01-09 17:25:57,True,False,Spain,,,
5050,260,Data Scientist,Bioinformatics Analyst,"New York, NY",via LinkedIn,Full-time,False,"New York, United States",2023-08-12 17:00:08,False,False,United States,,,
5068,261,Data Scientist,Data Scientist,"Hyderabad, Telangana, India",via BeBee India,Full-time,False,India,2023-09-19 09:56:15,False,False,India,,,
5155,262,Data Scientist,Data Analyst / Data Scientist,"Nagpur, Maharashtra, India",via Datautechnologies.freshteam.com,Full-time,False,India,2023-08-20 17:34:15,False,False,India,,,
5187,263,Data Engineer,Sr. Data Engineer Microcentro,"Buenos Aires, Argentina",via Trabajo.org,Full-time,False,Argentina,2023-03-12 17:35:50,True,False,Argentina,,,
5196,264,Data Analyst,Medicare Healthcare Reporting/Data Analyst V,"Jacksonville, FL",via BeBee,Full-time,False,Georgia,2023-04-12 18:00:49,False,False,United States,,,
5217,265,Data Analyst,Data Science Analyst,"Hyderabad, Telangana, India",via BeBee India,Full-time,False,India,2023-08-31 17:17:14,False,False,India,,,
5299,266,Data Engineer,GCP Data Engineer (Big Data),"Phoenix, AZ",via LinkedIn,Contractor and Temp work,False,"Texas, United States",2023-12-05 17:07:22,True,False,United States,,,
5309,267,Data Analyst,ACAPS CrisisInSight Information Analyst Senegal Dakar,"Dakar, Senegal",via UNjobnet,Full-time,False,Senegal,2023-04-18 18:08:06,False,False,Senegal,,,
5382,268,Data Engineer,Data Engineer Manager,"Indianapolis, IN",via LinkedIn,Full-time,False,Georgia,2023-06-08 17:48:06,False,False,United States,,,
5402,269,Data Engineer,Data Engineer,Luxembourg,via BeBee Luxembourg,,False,Luxembourg,2023-05-21 17:14:53,False,False,Luxembourg,,,
5429,270,Data Engineer,Azure Data Engineer,"Richmond, VA",via Dice,Contractor,False,Sudan,2023-01-12 18:23:02,True,False,Sudan,hour,,55.0
5485,271,Data Scientist,Data Scientist I,"Charlotte, NC",via Nexxt,Full-time,False,"New York, United States",2023-09-07 17:02:56,False,True,United States,,,
5488,96,Data Engineer,Data Engineer,"Elliston, VA",via Lensa,Full-time,False,"California, United States",2023-06-10 17:05:18,False,False,United States,,,
5532,212,Senior Data Engineer,Senior Big Data Engineer,India,via LinkedIn,Full-time,False,India,2023-09-14 17:11:52,False,False,India,,,
5602,274,Senior Data Engineer,Senior Data Engineer (Hybrid Schedule),California,via LinkedIn,Full-time,False,Sudan,2023-11-04 18:08:37,False,True,Sudan,year,133000.0,
5620,275,Data Engineer,Data Engineer,"Dallas, TX",via Snagajob,Full-time,False,Sudan,2023-05-05 17:50:26,True,True,Sudan,,,
5635,276,Machine Learning Engineer,Ingeniera / Ingeniero de Machine Learning - Urgent Role,"Medellín, Medellin, Antioquia, Colombia",via BeBee Colombia,Full-time,False,Colombia,2023-05-25 17:47:04,False,False,Colombia,,,
5643,277,Data Analyst,Data Analyst Apprentice,"Liverpool, UK",via LinkedIn,Full-time,False,United Kingdom,2023-01-04 17:35:44,True,False,United Kingdom,,,
5646,278,Data Engineer,Data Engineer (BI Team),Anywhere,via Jooble,Full-time,True,Poland,2023-03-22 17:47:34,False,False,Poland,,,
5685,279,Data Scientist,Data Specialist,"Grand Terrace, CA",via Trabajo.org,Full-time,False,"California, United States",2023-10-10 17:00:57,True,False,United States,,,
5699,280,Software Engineer,Senior Full-stack Engineer with Python,Colombia,via BeBee Colombia,Full-time,False,Colombia,2023-03-10 17:37:12,False,False,Colombia,,,
5701,281,Senior Data Engineer,Senior Manager - Data engineering,Anywhere,via LinkedIn,Full-time,True,"California, United States",2023-07-21 17:07:36,False,False,United States,,,
5778,282,Business Analyst,Junior Business Analyst,"Fleetwood, UK",via LinkedIn,Full-time,False,United Kingdom,2023-11-04 17:33:48,False,False,United Kingdom,,,
5783,143,Data Scientist,Data Scientist - Now Hiring,"Union Grove, AL",via Snagajob,Full-time,False,"Florida, United States",2023-03-16 17:06:51,False,True,United States,,,
5796,284,Senior Data Engineer,Senior Data Engineer,"Indianapolis, IN",via LinkedIn,Full-time,False,"New York, United States",2023-12-18 17:04:34,False,False,United States,,,
5815,285,Data Analyst,Advanced Data Analyst,"Rosemont, IL",via LinkedIn,Full-time,False,"Illinois, United States",2023-08-04 17:01:39,False,True,United States,,,
5888,286,Senior Data Engineer,Senior Data Engineer,"Guadalajara, Jalisco, Mexico",via BeBee,Full-time,False,Mexico,2023-12-21 17:11:33,True,False,Mexico,,,
5898,287,Data Engineer,Cloud Data Engineer - Now Hiring,"Seattle, WA",via Snagajob,Full-time,False,Georgia,2023-08-12 17:56:35,False,True,United States,hour,,64.44000244140625
5920,288,Data Engineer,100% Remote Data Engineer,Anywhere,via LinkedIn,Contractor,True,Sudan,2023-01-16 18:25:07,False,False,Sudan,,,
5943,289,Senior Data Engineer,Senior Data Engineer to deploy a MD GRC Machine Learning Model...,"Toronto, ON, Canada",via BeBee Canada,Contractor,False,Canada,2023-01-22 17:16:02,False,False,Canada,,,
5973,290,Data Analyst,Alternant Data Analyst / Data & Business Analyst H/F,"Grigny, France",via LinkedIn,Full-time,False,France,2023-07-06 17:25:31,False,False,France,,,
5975,291,Data Engineer,Principal Data Engineer,California,via WREG Jobs,Full-time,False,Georgia,2023-06-17 17:39:01,False,False,United States,,,
5987,292,Data Analyst,Product Data Analyst,"Amsterdam, Netherlands",via BeBee Nederland,Full-time,False,Netherlands,2023-03-02 17:26:44,False,False,Netherlands,,,
5999,293,Senior Data Analyst,(senior) data analyst,"Vienna, Austria",via BeBee,Full-time,False,Austria,2023-02-07 17:29:19,False,False,Austria,,,
6018,294,Data Scientist,Data Scientist w/m/d,"Styria, Austria",via WJHL Jobs,Full-time,False,Austria,2023-07-13 17:22:48,False,False,Austria,,,
6036,295,Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,True,Georgia,2023-04-27 17:39:17,True,False,United States,,,
6066,296,Senior Data Engineer,Senior Data Engineer,"Oklahoma City, OK",via Indeed,Full-time,False,"New York, United States",2023-06-02 17:27:01,False,False,United States,year,117500.0,
6075,297,Senior Data Scientist,Senior Data Scientist,Anywhere,via LinkedIn,Contractor,True,"Illinois, United States",2023-10-17 17:04:12,False,False,United States,,,
6129,298,Senior Data Engineer,Senior Data Engineer,"Bengaluru, Karnataka, India",via SimplyHired,Full-time,False,India,2023-08-23 17:11:44,False,False,India,,,
6156,299,Data Engineer,Data Engineer,Anywhere,via LinkedIn,Contractor,True,"Florida, United States",2023-02-23 17:27:58,False,False,United States,,,
6160,300,Data Engineer,Palantir Data Engineer (remote),Anywhere,via LinkedIn,Full-time,True,"New York, United States",2023-09-25 17:06:54,False,True,United States,,,
6204,301,Data Scientist,"Principal Data Scientist, Supply Chain","Washington, DC",via LinkedIn,Full-time,False,"New York, United States",2023-09-15 17:02:56,False,True,United States,,,
6218,302,Data Engineer,EDP Cloud Data Engineer,"Bengaluru, Karnataka, India",via LinkedIn,Full-time,False,India,2023-02-02 17:12:44,False,False,India,,,
6226,303,Data Engineer,Sr. Data Engineer,"New Orleans, LA",via Snagajob,Full-time,False,Sudan,2023-09-02 18:15:41,False,True,Sudan,hour,,46.55000305175781
6238,304,Senior Data Engineer,Senior Data Engineer -Snowflake Developer,"Hyderabad, Telangana, India",via Indeed,Full-time,False,India,2023-05-02 17:15:39,False,False,India,,,
6245,305,Data Engineer,Data Integration and Analytics Engineer,"Frankston VIC, Australia",via LinkedIn,Full-time,False,Australia,2023-11-24 17:15:36,False,False,Australia,,,
6246,306,Data Engineer,Стажер Data Engineer,"Moscow, Russia",via Trabajo.org,Full-time,False,Russia,2023-02-16 17:26:22,False,False,Russia,,,
6295,307,Data Engineer,Data Engineering Consultant (Hybrid),"Bay City, WI",via Snagajob,Full-time,False,"Florida, United States",2023-08-06 17:45:09,False,True,United States,hour,,50.96500015258789
6308,308,Data Scientist,Data Scientist,"Cape Town, South Africa",via BeBee South Africa,Full-time,False,South Africa,2023-05-31 17:26:58,False,False,South Africa,,,
6327,309,Data Engineer,Data Engineer with Security Clearance,"Golden, CO",via Quick Hire Hub,Full-time,False,"Illinois, United States",2023-12-21 17:08:34,False,False,United States,,,
6333,310,Data Scientist,Docteur R&D (H/F) – Data Scientist Données Médicales – APN2,"Paris, France",via Indeed,Full-time,False,France,2023-09-11 17:28:41,False,False,France,,,
6336,311,Software Engineer,Performance Analyst,"Sheffield, United Kingdom",via Star Job Search,Full-time,False,United Kingdom,2023-09-16 17:07:55,True,False,United Kingdom,,,
6352,312,Data Engineer,Werkstudent Big Data Engineer (m/w/d),"Oldenburg, Germany",via My Stateline Jobs,Full-time,False,Germany,2023-07-03 17:09:28,True,False,Germany,,,
6360,313,Data Analyst,Data Analyst,"Schwalbach am Taunus, Germany",via BeBee,Full-time,False,Germany,2023-11-20 17:17:04,False,False,Germany,,,
6361,314,Data Scientist,"Director, Data Science","Topeka, KS",via BeBee,Full-time,False,"Illinois, United States",2023-12-11 17:03:45,False,True,United States,,,
6390,315,Data Scientist,Detection Engineer,"Brussels, Belgium",via Emplois Trabajo.org,Full-time,False,Belgium,2023-01-25 18:04:51,False,False,Belgium,,,
6406,250,Senior Data Engineer,Senior Cloud Data Engineer,"Oklahoma City, OK",via Nexxt,Full-time,False,"Texas, United States",2023-02-26 17:05:32,False,True,United States,,,
6417,317,Senior Data Engineer,Senior Data Engineer,"Tampa, FL",via LinkedIn,Contractor,False,"New York, United States",2023-09-21 17:04:48,True,False,United States,,,
6419,318,Data Scientist,National Security Data Scientist/Statistical Research Programmer,"Pittsburgh, PA",via Snagajob,Full-time,False,Georgia,2023-07-27 17:56:24,False,True,United States,,,
6443,319,Data Scientist,Data Scientist/ Scrum Master Jobs,"Chantilly, VA",via Clearance Jobs,Full-time,False,Georgia,2023-04-21 17:56:22,False,False,United States,,,
6479,320,Data Scientist,"Data Scientist, TXU Energy","Irving, TX",via Melga,Full-time,False,Sudan,2023-02-24 17:51:35,False,False,Sudan,,,
6483,321,Data Engineer,Data Engineer,"Palo Alto, CA",via Lensa,Full-time,False,"Texas, United States",2023-06-11 17:06:03,False,True,United States,,,
6491,322,Software Engineer,DevOps Engineer with Python,"Bydgoszcz, Poland",via Trabajo.org,Full-time,False,Poland,2023-02-17 17:46:42,True,False,Poland,,,
6518,323,Data Scientist,Data Scientist,Anywhere,via LinkedIn,Contractor,True,"California, United States",2023-10-26 17:01:14,False,False,United States,,,
6543,324,Software Engineer,Data Engineer (Analytics); Software Engineer,"Seattle, WA",via The IEEE Computer Society,Full-time,False,"New York, United States",2023-12-15 17:04:17,True,True,United States,,,
6598,325,Data Engineer,"Data Engineer, Social Product","Da’an District, Taipei City, Taiwan",via Yourator,,False,Taiwan,2023-03-28 17:24:14,True,False,Taiwan,,,
6612,326,Data Analyst,DATA ANALYST,"Fort Lauderdale, FL",via LinkedIn,Full-time,False,"Florida, United States",2023-07-26 17:02:30,False,False,United States,,,
6616,327,Data Engineer,"Manager, Data Engineering","Universal City, CA",via SmartRecruiters Job Search,Full-time,False,Sudan,2023-10-31 17:55:10,False,True,Sudan,,,
6642,328,Data Analyst,Entry Level Data Analyst,"Milwaukee, WI",via Adzuna,Full-time,False,"Illinois, United States",2023-01-27 17:03:23,False,False,United States,,,
6654,329,Data Analyst,Lead Business Data Analyst,"St. Petersburg, FL",via Trabajo.org,Full-time,False,"Florida, United States",2023-04-29 17:02:55,False,False,United States,,,
6699,330,Data Engineer,Data Center Engineer,"Jakarta, Indonesia",via LinkedIn,Contractor,False,Indonesia,2023-05-10 17:25:09,False,False,Indonesia,,,
6716,331,Data Scientist,Associate Data Scientist,"Bengaluru, Karnataka, India",via Indeed,Full-time,False,India,2023-04-12 17:29:44,False,False,India,,,
6721,332,Data Scientist,Geospatial Data Scientist,"St. Louis, MO",via BeBee,Full-time,False,"Illinois, United States",2023-08-16 17:05:07,False,False,United States,,,
6727,333,Data Analyst,Data Analyst,"Montreuil, France",via Emplois Trabajo.org,Full-time and Temp work,False,France,2023-10-18 17:22:28,False,False,France,,,
6741,334,Data Scientist,Data Scientist,"Stockholm, Sweden",via LinkedIn,Full-time,False,Sweden,2023-11-07 17:54:20,False,False,Sweden,,,
6783,335,Data Engineer,Azure Data Engineer(PST based only),"Santa Clara, CA",via SimplyHired,Contractor,False,"Texas, United States",2023-11-01 17:05:17,True,False,United States,,,
6803,336,Senior Data Engineer,Senior Data Engineer,"Cambridge, MA",via LinkedIn,Full-time,False,"California, United States",2023-02-21 17:28:34,False,True,United States,,,
6810,337,Senior Data Engineer,Contract: Senior Data Platform Engineer,Anywhere,via Linkedin,Full-time,True,Brazil,2023-03-10 17:28:40,True,False,Brazil,,,
6813,338,Senior Data Engineer,Senior Data Engineer,India,via BeBee India,Full-time,False,India,2023-09-19 09:56:53,False,False,India,,,
6827,339,Data Scientist,Nefertiti (HK) - Data Scientist,Hong Kong,via Trabajo.org - Job Search - Jobs,Full-time,False,Hong Kong,2023-03-28 17:58:59,False,False,Hong Kong,,,
